gene_id	reads_per_gene	transcript	reads_per_transcript
ENSG00000115524.17	821	ENST00000409915.8	4
ENSG00000115524.17	821	ENST00000470268.2	2
ENSG00000115524.17	821	ENST00000482158.1	1
ENSG00000115524.17	821	ENST00000487698.5	4
ENSG00000115524.17	821	ENST00000652026.1	3
ENSG00000115524.17	821	ENST00000652738.1	2
ENSG00000115526.11	13	ENST00000264249.8	2
ENSG00000115526.11	13	ENST00000409701.5	10
ENSG00000115526.11	13	ENST00000420858.5	1
ENSG00000115539.14	44	ENST00000264254.11	44
ENSG00000115540.15	143	ENST00000323303.9	117
ENSG00000115540.15	143	ENST00000409360.1	1
ENSG00000115540.15	143	ENST00000448447.6	20
ENSG00000115540.15	143	ENST00000497443.5	5
ENSG00000115541.11	1	ENST00000233893.10	1
ENSG00000115548.17	41	ENST00000312912.10	22
ENSG00000115548.17	41	ENST00000409064.5	16
ENSG00000115548.17	41	ENST00000441719.5	3
ENSG00000115561.16	28	ENST00000263856.9	25
ENSG00000115561.16	28	ENST00000409225.2	2
ENSG00000115561.16	28	ENST00000409810.6	1
ENSG00000115568.15	24	ENST00000433921.5	22
ENSG00000115568.15	24	ENST00000449707.5	1
ENSG00000115568.15	24	ENST00000450765.5	1
ENSG00000115641.19	37	ENST00000393353.7	14
ENSG00000115641.19	37	ENST00000408995.5	6
ENSG00000115641.19	37	ENST00000409807.5	3
ENSG00000115641.19	37	ENST00000530340.6	14
ENSG00000115648.14	7	ENST00000264605.8	2
ENSG00000115648.14	7	ENST00000338530.8	4
ENSG00000115648.14	7	ENST00000464123.5	1
ENSG00000115649.16	72	ENST00000360507.10	63
ENSG00000115649.16	72	ENST00000453038.5	9
ENSG00000115652.15	19	ENST00000283148.12	5
ENSG00000115652.15	19	ENST00000409501.7	13
ENSG00000115652.15	19	ENST00000473338.1	1
ENSG00000115657.14	16	ENST00000265316.9	15
ENSG00000115657.14	16	ENST00000497882.5	1
ENSG00000115661.14	24	ENST00000396738.7	12
ENSG00000115661.14	24	ENST00000409638.7	9
ENSG00000115661.14	24	ENST00000475342.5	1
ENSG00000115661.14	24	ENST00000478018.5	1
ENSG00000115661.14	24	ENST00000496443.5	1
ENSG00000115677.17	375	ENST00000310931.9	171
ENSG00000115677.17	375	ENST00000373292.8	2
ENSG00000115677.17	375	ENST00000391975.5	80
ENSG00000115677.17	375	ENST00000391976.6	21
ENSG00000115677.17	375	ENST00000422933.5	1
ENSG00000115677.17	375	ENST00000427183.6	97
ENSG00000115677.17	375	ENST00000487169.5	1
ENSG00000115677.17	375	ENST00000494862.1	2
ENSG00000115685.15	33	ENST00000234038.11	21
ENSG00000115685.15	33	ENST00000406106.7	9
ENSG00000115685.15	33	ENST00000423280.5	3
ENSG00000115687.14	61	ENST00000234040.9	51
ENSG00000115687.14	61	ENST00000358649.8	7
ENSG00000115687.14	61	ENST00000403638.7	2
ENSG00000115687.14	61	ENST00000493544.1	1
ENSG00000115694.15	30	ENST00000316586.9	1
ENSG00000115694.15	30	ENST00000401869.5	12
ENSG00000115694.15	30	ENST00000403346.7	6
ENSG00000115694.15	30	ENST00000405585.5	3
ENSG00000115694.15	30	ENST00000465009.1	1
ENSG00000115694.15	30	ENST00000487962.5	4
ENSG00000115694.15	30	ENST00000535007.5	2
ENSG00000115694.15	30	ENST00000543554.5	1
ENSG00000115738.10	13	ENST00000331129.3	1
ENSG00000115738.10	13	ENST00000396290.2	12
ENSG00000115750.17	45	ENST00000263663.10	40
ENSG00000115750.17	45	ENST00000404869.7	1
ENSG00000115750.17	45	ENST00000434858.5	3
ENSG00000115750.17	45	ENST00000497182.1	1
ENSG00000115758.13	11	ENST00000234111.9	2
ENSG00000115758.13	11	ENST00000405333.5	9
ENSG00000115760.14	52	ENST00000421745.6	41
ENSG00000115760.14	52	ENST00000461788.1	1
ENSG00000115760.14	52	ENST00000471232.5	1
ENSG00000115760.14	52	ENST00000648282.1	9
ENSG00000115761.16	49	ENST00000345985.7	5
ENSG00000115761.16	49	ENST00000381685.10	43
ENSG00000115761.16	49	ENST00000538384.5	1
ENSG00000115762.16	44	ENST00000234115.10	12
ENSG00000115762.16	44	ENST00000403716.5	7
ENSG00000115762.16	44	ENST00000409158.5	12
ENSG00000115762.16	44	ENST00000409279.1	10
ENSG00000115762.16	44	ENST00000439822.6	3
ENSG00000115806.13	80	ENST00000234160.5	70
ENSG00000115806.13	80	ENST00000442798.5	4
ENSG00000115806.13	80	ENST00000486498.1	6
ENSG00000115808.12	6	ENST00000263918.9	1
ENSG00000115808.12	6	ENST00000379213.3	5
ENSG00000115816.15	657	ENST00000234170.10	655
ENSG00000115816.15	657	ENST00000489306.1	2
ENSG00000115825.11	51	ENST00000234179.8	27
ENSG00000115825.11	51	ENST00000379066.5	23
ENSG00000115825.11	51	ENST00000494667.5	1
ENSG00000115827.14	12	ENST00000375255.8	1
ENSG00000115827.14	12	ENST00000431110.1	3
ENSG00000115827.14	12	ENST00000468592.5	3
ENSG00000115827.14	12	ENST00000498486.1	5
ENSG00000115828.17	35	ENST00000338415.8	35
ENSG00000115839.18	92	ENST00000264158.13	54
ENSG00000115839.18	92	ENST00000425393.1	1
ENSG00000115839.18	92	ENST00000442034.5	26
ENSG00000115839.18	92	ENST00000539493.2	11
ENSG00000115840.14	11	ENST00000263812.8	1
ENSG00000115840.14	11	ENST00000422440.7	10
ENSG00000115841.21	3	ENST00000354545.8	3
ENSG00000115866.11	465	ENST00000264161.9	464
ENSG00000115866.11	465	ENST00000478212.5	1
ENSG00000115875.19	449	ENST00000313117.11	288
ENSG00000115875.19	449	ENST00000409276.5	24
ENSG00000115875.19	449	ENST00000425778.5	15
ENSG00000115875.19	449	ENST00000425941.6	5
ENSG00000115875.19	449	ENST00000431066.5	14
ENSG00000115875.19	449	ENST00000432873.5	1
ENSG00000115875.19	449	ENST00000443213.5	41
ENSG00000115875.19	449	ENST00000446327.6	57
ENSG00000115875.19	449	ENST00000452806.5	1
ENSG00000115875.19	449	ENST00000477635.5	3
ENSG00000115884.11	7	ENST00000254351.9	7
ENSG00000115902.11	1	ENST00000234256.4	1
ENSG00000115904.13	8	ENST00000395038.6	8
ENSG00000115935.17	14	ENST00000359761.7	12
ENSG00000115935.17	14	ENST00000392546.6	1
ENSG00000115935.17	14	ENST00000409415.7	1
ENSG00000115942.9	77	ENST00000234296.7	77
ENSG00000115944.15	79	ENST00000234301.3	77
ENSG00000115944.15	79	ENST00000463055.1	1
ENSG00000115944.15	79	ENST00000482463.5	1
ENSG00000115946.8	51	ENST00000263657.7	50
ENSG00000115946.8	51	ENST00000488728.1	1
ENSG00000115947.14	125	ENST00000392857.10	116
ENSG00000115947.14	125	ENST00000535373.5	4
ENSG00000115947.14	125	ENST00000540442.5	5
ENSG00000115963.13	21	ENST00000263895.8	15
ENSG00000115963.13	21	ENST00000375734.6	5
ENSG00000115963.13	21	ENST00000466334.1	1
ENSG00000115966.17	38	ENST00000264110.7	17
ENSG00000115966.17	38	ENST00000345739.9	8
ENSG00000115966.17	38	ENST00000392544.5	6
ENSG00000115966.17	38	ENST00000409499.5	1
ENSG00000115966.17	38	ENST00000456655.5	2
ENSG00000115966.17	38	ENST00000538946.5	4
ENSG00000115970.18	48	ENST00000404790.5	4
ENSG00000115970.18	48	ENST00000405006.8	15
ENSG00000115970.18	48	ENST00000405975.6	25
ENSG00000115970.18	48	ENST00000407351.5	4
ENSG00000115977.19	2	ENST00000406297.7	1
ENSG00000115977.19	2	ENST00000623317.3	1
ENSG00000115993.13	17	ENST00000332624.8	16
ENSG00000115993.13	17	ENST00000430254.1	1
ENSG00000115998.7	3	ENST00000264434.6	3
ENSG00000116001.17	156	ENST00000282574.8	22
ENSG00000116001.17	156	ENST00000415783.6	15
ENSG00000116001.17	156	ENST00000416149.6	1
ENSG00000116001.17	156	ENST00000433529.7	100
ENSG00000116001.17	156	ENST00000445587.5	1
ENSG00000116001.17	156	ENST00000454815.6	1
ENSG00000116001.17	156	ENST00000474809.6	2
ENSG00000116001.17	156	ENST00000477044.6	4
ENSG00000116001.17	156	ENST00000495774.1	9
ENSG00000116001.17	156	ENST00000496452.5	1
ENSG00000116005.12	90	ENST00000433351.7	87
ENSG00000116005.12	90	ENST00000480949.1	3
ENSG00000116030.17	254	ENST00000392244.7	6
ENSG00000116030.17	254	ENST00000392245.5	1
ENSG00000116030.17	254	ENST00000392246.7	244
ENSG00000116030.17	254	ENST00000409205.5	1
ENSG00000116030.17	254	ENST00000409712.5	1
ENSG00000116030.17	254	ENST00000469034.1	1
ENSG00000116044.16	11	ENST00000397062.8	3
ENSG00000116044.16	11	ENST00000397063.8	2
ENSG00000116044.16	11	ENST00000448782.5	6
ENSG00000116062.17	159	ENST00000411819.1	5
ENSG00000116062.17	159	ENST00000538136.1	132
ENSG00000116062.17	159	ENST00000607272.2	1
ENSG00000116062.17	159	ENST00000616033.4	1
ENSG00000116062.17	159	ENST00000652107.1	1
ENSG00000116062.17	159	ENST00000673637.1	19
ENSG00000116095.11	4	ENST00000234453.10	4
ENSG00000116106.12	21	ENST00000281821.7	9
ENSG00000116106.12	21	ENST00000409854.5	1
ENSG00000116106.12	21	ENST00000409938.5	4
ENSG00000116106.12	21	ENST00000469354.1	6
ENSG00000116106.12	21	ENST00000541600.5	1
ENSG00000116120.11	145	ENST00000281828.8	145
ENSG00000116127.19	36	ENST00000423048.5	2
ENSG00000116127.19	36	ENST00000484298.5	14
ENSG00000116127.19	36	ENST00000614410.4	1
ENSG00000116127.19	36	ENST00000620466.4	8
ENSG00000116127.19	36	ENST00000651057.1	7
ENSG00000116127.19	36	ENST00000651434.1	1
ENSG00000116127.19	36	ENST00000652487.1	3
ENSG00000116128.11	40	ENST00000234739.8	40
ENSG00000116133.13	232	ENST00000371269.9	112
ENSG00000116133.13	232	ENST00000436604.2	6
ENSG00000116133.13	232	ENST00000535035.6	1
ENSG00000116133.13	232	ENST00000647585.1	113
ENSG00000116138.13	25	ENST00000375847.8	22
ENSG00000116138.13	25	ENST00000490811.1	3
ENSG00000116141.16	5	ENST00000366917.6	3
ENSG00000116141.16	5	ENST00000366918.8	1
ENSG00000116141.16	5	ENST00000611084.4	1
ENSG00000116151.14	2	ENST00000378529.7	1
ENSG00000116151.14	2	ENST00000449373.2	1
ENSG00000116157.6	9	ENST00000361314.5	9
ENSG00000116161.18	152	ENST00000367679.7	140
ENSG00000116161.18	152	ENST00000405362.1	5
ENSG00000116161.18	152	ENST00000613570.4	7
ENSG00000116171.19	29	ENST00000371514.8	7
ENSG00000116171.19	29	ENST00000435345.6	19
ENSG00000116171.19	29	ENST00000478274.6	1
ENSG00000116171.19	29	ENST00000528311.5	1
ENSG00000116171.19	29	ENST00000528809.1	1
ENSG00000116191.17	47	ENST00000367634.6	9
ENSG00000116191.17	47	ENST00000367635.7	31
ENSG00000116191.17	47	ENST00000478871.1	7
ENSG00000116198.14	1	ENST00000461667.2	1
ENSG00000116199.12	3	ENST00000263733.5	3
ENSG00000116205.14	9	ENST00000234827.6	8
ENSG00000116205.14	9	ENST00000371331.1	1
ENSG00000116209.12	100	ENST00000234831.10	97
ENSG00000116209.12	100	ENST00000371337.3	1
ENSG00000116209.12	100	ENST00000371341.5	1
ENSG00000116209.12	100	ENST00000371348.5	1
ENSG00000116212.15	71	ENST00000319223.8	46
ENSG00000116212.15	71	ENST00000371370.8	24
ENSG00000116212.15	71	ENST00000477905.1	1
ENSG00000116213.16	32	ENST00000270708.12	30
ENSG00000116213.16	32	ENST00000378322.7	2
ENSG00000116221.15	160	ENST00000360840.9	156
ENSG00000116221.15	160	ENST00000605337.5	4
ENSG00000116237.16	5	ENST00000343813.10	3
ENSG00000116237.16	5	ENST00000474756.1	2
ENSG00000116251.11	164	ENST00000234875.9	144
ENSG00000116251.11	164	ENST00000465387.5	4
ENSG00000116251.11	164	ENST00000480661.1	13
ENSG00000116251.11	164	ENST00000497965.5	3
ENSG00000116260.17	24	ENST00000367600.5	22
ENSG00000116260.17	24	ENST00000367602.8	1
ENSG00000116260.17	24	ENST00000443059.1	1
ENSG00000116266.11	68	ENST00000370008.4	67
ENSG00000116266.11	68	ENST00000495245.1	1
ENSG00000116273.6	6	ENST00000377648.5	6
ENSG00000116285.13	1	ENST00000377482.10	1
ENSG00000116288.13	169	ENST00000338639.10	96
ENSG00000116288.13	169	ENST00000377488.5	2
ENSG00000116288.13	169	ENST00000493678.5	71
ENSG00000116299.17	2	ENST00000369939.8	2
ENSG00000116337.19	39	ENST00000256578.8	3
ENSG00000116337.19	39	ENST00000342115.8	19
ENSG00000116337.19	39	ENST00000479919.1	1
ENSG00000116337.19	39	ENST00000528454.5	1
ENSG00000116337.19	39	ENST00000654851.1	14
ENSG00000116337.19	39	ENST00000655992.1	1
ENSG00000116350.17	21	ENST00000373795.7	10
ENSG00000116350.17	21	ENST00000634348.1	11
ENSG00000116353.16	26	ENST00000263702.11	22
ENSG00000116353.16	26	ENST00000373791.7	3
ENSG00000116353.16	26	ENST00000483435.5	1
ENSG00000116396.15	2	ENST00000469655.5	2
ENSG00000116406.19	11	ENST00000318130.13	3
ENSG00000116406.19	11	ENST00000439962.1	3
ENSG00000116406.19	11	ENST00000466392.1	5
ENSG00000116455.14	160	ENST00000235090.10	159
ENSG00000116455.14	160	ENST00000449340.1	1
ENSG00000116459.11	44	ENST00000369721.8	2
ENSG00000116459.11	44	ENST00000369722.8	36
ENSG00000116459.11	44	ENST00000483994.1	2
ENSG00000116459.11	44	ENST00000493119.5	4
ENSG00000116473.14	6	ENST00000369709.3	6
ENSG00000116478.12	46	ENST00000373548.8	45
ENSG00000116478.12	46	ENST00000476391.5	1
ENSG00000116489.13	245	ENST00000263168.4	229
ENSG00000116489.13	245	ENST00000466066.1	6
ENSG00000116489.13	245	ENST00000476936.5	2
ENSG00000116489.13	245	ENST00000485542.5	8
ENSG00000116497.18	51	ENST00000356689.7	2
ENSG00000116497.18	51	ENST00000373475.10	38
ENSG00000116497.18	51	ENST00000373476.5	9
ENSG00000116497.18	51	ENST00000475486.1	2
ENSG00000116514.16	2	ENST00000235150.4	1
ENSG00000116514.16	2	ENST00000356990.9	1
ENSG00000116521.11	83	ENST00000302631.8	64
ENSG00000116521.11	83	ENST00000355379.3	16
ENSG00000116521.11	83	ENST00000490999.5	3
ENSG00000116525.14	1	ENST00000543586.1	1
ENSG00000116539.13	20	ENST00000368346.7	17
ENSG00000116539.13	20	ENST00000392403.8	3
ENSG00000116560.11	104	ENST00000357214.6	56
ENSG00000116560.11	104	ENST00000466213.5	24
ENSG00000116560.11	104	ENST00000468598.5	23
ENSG00000116560.11	104	ENST00000485365.1	1
ENSG00000116574.6	1	ENST00000366691.4	1
ENSG00000116580.18	27	ENST00000271883.9	20
ENSG00000116580.18	27	ENST00000437809.5	1
ENSG00000116580.18	27	ENST00000620426.4	2
ENSG00000116580.18	27	ENST00000622608.1	4
ENSG00000116584.20	7	ENST00000313667.8	4
ENSG00000116584.20	7	ENST00000361247.9	2
ENSG00000116584.20	7	ENST00000470541.6	1
ENSG00000116586.12	3	ENST00000368305.9	3
ENSG00000116604.18	2	ENST00000360595.7	2
ENSG00000116641.18	21	ENST00000251157.10	1
ENSG00000116641.18	21	ENST00000340370.10	2
ENSG00000116641.18	21	ENST00000404627.3	1
ENSG00000116641.18	21	ENST00000454575.6	2
ENSG00000116641.18	21	ENST00000634264.1	3
ENSG00000116641.18	21	ENST00000635123.1	2
ENSG00000116641.18	21	ENST00000635983.1	2
ENSG00000116641.18	21	ENST00000637255.1	8
ENSG00000116649.10	5	ENST00000376957.7	5
ENSG00000116661.11	1	ENST00000354287.5	1
ENSG00000116663.11	1	ENST00000376753.9	1
ENSG00000116667.15	120	ENST00000235307.7	119
ENSG00000116667.15	120	ENST00000367514.7	1
ENSG00000116668.13	13	ENST00000367500.9	9
ENSG00000116668.13	13	ENST00000367501.7	4
ENSG00000116670.15	60	ENST00000376667.7	13
ENSG00000116670.15	60	ENST00000376669.9	2
ENSG00000116670.15	60	ENST00000376692.9	45
ENSG00000116675.16	8	ENST00000263441.11	1
ENSG00000116675.16	8	ENST00000371069.5	6
ENSG00000116675.16	8	ENST00000395325.7	1
ENSG00000116678.20	7	ENST00000349533.11	1
ENSG00000116678.20	7	ENST00000371059.7	3
ENSG00000116678.20	7	ENST00000371060.7	3
ENSG00000116679.16	308	ENST00000367498.8	251
ENSG00000116679.16	308	ENST00000459929.5	26
ENSG00000116679.16	308	ENST00000475046.5	15
ENSG00000116679.16	308	ENST00000480769.5	16
ENSG00000116685.16	5	ENST00000376572.8	2
ENSG00000116685.16	5	ENST00000376576.3	1
ENSG00000116685.16	5	ENST00000616327.1	2
ENSG00000116688.18	104	ENST00000235329.10	56
ENSG00000116688.18	104	ENST00000674817.1	13
ENSG00000116688.18	104	ENST00000675113.1	3
ENSG00000116688.18	104	ENST00000675404.1	19
ENSG00000116688.18	104	ENST00000675483.1	4
ENSG00000116688.18	104	ENST00000675528.1	6
ENSG00000116688.18	104	ENST00000675817.1	2
ENSG00000116688.18	104	ENST00000675987.1	1
ENSG00000116691.11	124	ENST00000235332.6	124
ENSG00000116698.21	41	ENST00000347615.6	7
ENSG00000116698.21	41	ENST00000367537.7	3
ENSG00000116698.21	41	ENST00000419169.5	7
ENSG00000116698.21	41	ENST00000507469.5	1
ENSG00000116698.21	41	ENST00000508461.5	13
ENSG00000116698.21	41	ENST00000515829.6	10
ENSG00000116704.8	3	ENST00000235345.6	3
ENSG00000116711.10	2	ENST00000367466.4	2
ENSG00000116717.13	2	ENST00000370986.9	2
ENSG00000116729.14	28	ENST00000262348.9	24
ENSG00000116729.14	28	ENST00000370971.1	1
ENSG00000116729.14	28	ENST00000370976.7	3
ENSG00000116731.22	8	ENST00000343137.8	6
ENSG00000116731.22	8	ENST00000413440.5	2
ENSG00000116741.8	4	ENST00000235382.7	4
ENSG00000116747.13	63	ENST00000367441.1	12
ENSG00000116747.13	63	ENST00000367446.7	3
ENSG00000116747.13	63	ENST00000400968.7	43
ENSG00000116747.13	63	ENST00000432079.5	4
ENSG00000116747.13	63	ENST00000469214.2	1
ENSG00000116750.13	66	ENST00000367448.5	5
ENSG00000116750.13	66	ENST00000367451.8	4
ENSG00000116750.13	66	ENST00000367454.5	37
ENSG00000116750.13	66	ENST00000367455.8	20
ENSG00000116752.6	42	ENST00000369541.4	41
ENSG00000116752.6	42	ENST00000485021.1	1
ENSG00000116754.13	276	ENST00000370949.1	28
ENSG00000116754.13	276	ENST00000370950.7	89
ENSG00000116754.13	276	ENST00000370951.5	101
ENSG00000116754.13	276	ENST00000395136.6	16
ENSG00000116754.13	276	ENST00000460795.5	1
ENSG00000116754.13	276	ENST00000461935.1	1
ENSG00000116754.13	276	ENST00000463859.5	1
ENSG00000116754.13	276	ENST00000469170.5	2
ENSG00000116754.13	276	ENST00000473950.5	1
ENSG00000116754.13	276	ENST00000484162.5	24
ENSG00000116754.13	276	ENST00000486667.5	7
ENSG00000116754.13	276	ENST00000489188.1	5
ENSG00000116761.12	129	ENST00000346806.2	3
ENSG00000116761.12	129	ENST00000370938.8	125
ENSG00000116761.12	129	ENST00000482383.1	1
ENSG00000116771.6	1	ENST00000375826.4	1
ENSG00000116774.12	518	ENST00000320334.5	503
ENSG00000116774.12	518	ENST00000369551.5	8
ENSG00000116774.12	518	ENST00000491700.1	7
ENSG00000116786.13	21	ENST00000375793.2	1
ENSG00000116786.13	21	ENST00000477849.1	1
ENSG00000116786.13	21	ENST00000642363.1	19
ENSG00000116791.14	107	ENST00000340866.10	87
ENSG00000116791.14	107	ENST00000370871.7	11
ENSG00000116791.14	107	ENST00000370872.7	1
ENSG00000116791.14	107	ENST00000417775.5	8
ENSG00000116793.16	14	ENST00000357783.6	2
ENSG00000116793.16	14	ENST00000393357.6	3
ENSG00000116793.16	14	ENST00000474926.5	9
ENSG00000116809.12	15	ENST00000375743.9	13
ENSG00000116809.12	15	ENST00000537142.5	2
ENSG00000116815.16	6	ENST00000369487.3	3
ENSG00000116815.16	6	ENST00000369489.10	3
ENSG00000116830.12	48	ENST00000369466.9	45
ENSG00000116830.12	48	ENST00000427271.1	2
ENSG00000116830.12	48	ENST00000480701.1	1
ENSG00000116857.17	181	ENST00000367330.6	25
ENSG00000116857.17	181	ENST00000367332.5	3
ENSG00000116857.17	181	ENST00000367333.6	1
ENSG00000116857.17	181	ENST00000367334.9	110
ENSG00000116857.17	181	ENST00000435310.5	15
ENSG00000116857.17	181	ENST00000455367.5	1
ENSG00000116857.17	181	ENST00000485839.6	26
ENSG00000116863.11	5	ENST00000373178.5	5
ENSG00000116871.15	3	ENST00000373148.5	1
ENSG00000116871.15	3	ENST00000373150.8	2
ENSG00000116874.12	17	ENST00000235521.5	16
ENSG00000116874.12	17	ENST00000369426.9	1
ENSG00000116885.18	5	ENST00000235532.9	4
ENSG00000116885.18	5	ENST00000356637.9	1
ENSG00000116898.12	98	ENST00000373116.6	98
ENSG00000116906.13	147	ENST00000366647.9	138
ENSG00000116906.13	147	ENST00000416000.1	1
ENSG00000116906.13	147	ENST00000644483.1	8
ENSG00000116918.15	49	ENST00000366639.9	48
ENSG00000116918.15	49	ENST00000602825.5	1
ENSG00000116922.14	14	ENST00000464085.5	13
ENSG00000116922.14	14	ENST00000464178.1	1
ENSG00000116954.8	9	ENST00000373001.4	9
ENSG00000116962.15	10	ENST00000264187.7	9
ENSG00000116962.15	10	ENST00000366595.7	1
ENSG00000116977.19	6	ENST00000341872.10	1
ENSG00000116977.19	6	ENST00000366584.9	3
ENSG00000116977.19	6	ENST00000450372.6	1
ENSG00000116977.19	6	ENST00000526634.5	1
ENSG00000116984.14	18	ENST00000366576.3	5
ENSG00000116984.14	18	ENST00000366577.10	2
ENSG00000116984.14	18	ENST00000470570.1	7
ENSG00000116984.14	18	ENST00000674797.1	4
ENSG00000116990.11	1	ENST00000372816.3	1
ENSG00000116991.11	13	ENST00000262861.8	1
ENSG00000116991.11	13	ENST00000308942.4	6
ENSG00000116991.11	13	ENST00000675407.1	6
ENSG00000117000.9	57	ENST00000372771.5	57
ENSG00000117010.17	1	ENST00000372699.8	1
ENSG00000117020.18	2	ENST00000672460.1	2
ENSG00000117036.12	1	ENST00000368192.9	1
ENSG00000117054.14	125	ENST00000370841.9	98
ENSG00000117054.14	125	ENST00000420607.6	8
ENSG00000117054.14	125	ENST00000526196.5	6
ENSG00000117054.14	125	ENST00000529059.5	6
ENSG00000117054.14	125	ENST00000532207.5	1
ENSG00000117054.14	125	ENST00000541113.5	6
ENSG00000117114.20	91	ENST00000319517.10	2
ENSG00000117114.20	91	ENST00000449420.5	1
ENSG00000117114.20	91	ENST00000464775.6	14
ENSG00000117114.20	91	ENST00000674208.1	1
ENSG00000117114.20	91	ENST00000674209.1	1
ENSG00000117114.20	91	ENST00000674373.1	3
ENSG00000117114.20	91	ENST00000674393.1	39
ENSG00000117114.20	91	ENST00000674407.1	3
ENSG00000117114.20	91	ENST00000674419.1	1
ENSG00000117114.20	91	ENST00000674464.1	25
ENSG00000117114.20	91	ENST00000674489.1	1
ENSG00000117115.13	1	ENST00000479534.5	1
ENSG00000117118.10	14	ENST00000375499.8	14
ENSG00000117122.14	115	ENST00000375534.7	1
ENSG00000117122.14	115	ENST00000375535.4	114
ENSG00000117133.11	37	ENST00000370654.6	36
ENSG00000117133.11	37	ENST00000370656.5	1
ENSG00000117139.18	86	ENST00000235790.9	5
ENSG00000117139.18	86	ENST00000367265.9	3
ENSG00000117139.18	86	ENST00000498276.2	11
ENSG00000117139.18	86	ENST00000647657.1	11
ENSG00000117139.18	86	ENST00000648056.1	1
ENSG00000117139.18	86	ENST00000648338.1	2
ENSG00000117139.18	86	ENST00000648473.1	2
ENSG00000117139.18	86	ENST00000649230.1	19
ENSG00000117139.18	86	ENST00000649542.1	2
ENSG00000117139.18	86	ENST00000649770.1	1
ENSG00000117139.18	86	ENST00000650417.1	22
ENSG00000117139.18	86	ENST00000650422.1	6
ENSG00000117139.18	86	ENST00000650506.1	1
ENSG00000117143.13	8	ENST00000271469.7	1
ENSG00000117143.13	8	ENST00000367924.1	1
ENSG00000117143.13	8	ENST00000367925.5	1
ENSG00000117143.13	8	ENST00000367926.8	4
ENSG00000117143.13	8	ENST00000486089.1	1
ENSG00000117148.8	1	ENST00000375406.2	1
ENSG00000117151.13	2	ENST00000370630.6	1
ENSG00000117151.13	2	ENST00000465118.6	1
ENSG00000117153.16	105	ENST00000367259.1	1
ENSG00000117153.16	105	ENST00000367261.8	104
ENSG00000117154.12	1	ENST00000251296.4	1
ENSG00000117155.16	22	ENST00000342203.7	7
ENSG00000117155.16	22	ENST00000605755.5	15
ENSG00000117174.11	36	ENST00000370574.4	33
ENSG00000117174.11	36	ENST00000431532.6	3
ENSG00000117222.14	33	ENST00000264515.11	28
ENSG00000117222.14	33	ENST00000367164.1	5
ENSG00000117245.12	2	ENST00000400463.7	1
ENSG00000117245.12	2	ENST00000477167.5	1
ENSG00000117262.19	69	ENST00000313835.14	64
ENSG00000117262.19	69	ENST00000460277.5	2
ENSG00000117262.19	69	ENST00000462900.2	2
ENSG00000117262.19	69	ENST00000493684.5	1
ENSG00000117266.15	53	ENST00000360066.6	9
ENSG00000117266.15	53	ENST00000429964.6	26
ENSG00000117266.15	53	ENST00000484080.5	3
ENSG00000117266.15	53	ENST00000506784.5	7
ENSG00000117266.15	53	ENST00000515494.5	8
ENSG00000117280.13	24	ENST00000235932.8	7
ENSG00000117280.13	24	ENST00000367139.8	1
ENSG00000117280.13	24	ENST00000414729.1	13
ENSG00000117280.13	24	ENST00000437324.6	2
ENSG00000117280.13	24	ENST00000528078.1	1
ENSG00000117298.16	24	ENST00000357071.8	9
ENSG00000117298.16	24	ENST00000374893.11	5
ENSG00000117298.16	24	ENST00000415912.6	10
ENSG00000117305.15	49	ENST00000374490.8	47
ENSG00000117305.15	49	ENST00000436439.6	1
ENSG00000117305.15	49	ENST00000513148.1	1
ENSG00000117308.15	33	ENST00000374497.7	4
ENSG00000117308.15	33	ENST00000459934.5	1
ENSG00000117308.15	33	ENST00000466250.5	1
ENSG00000117308.15	33	ENST00000617979.5	27
ENSG00000117318.9	69	ENST00000374561.6	69
ENSG00000117322.18	2	ENST00000367057.8	1
ENSG00000117322.18	2	ENST00000367058.7	1
ENSG00000117335.20	99	ENST00000322875.8	1
ENSG00000117335.20	99	ENST00000354848.5	23
ENSG00000117335.20	99	ENST00000357714.5	24
ENSG00000117335.20	99	ENST00000358170.6	2
ENSG00000117335.20	99	ENST00000367041.5	9
ENSG00000117335.20	99	ENST00000367042.6	31
ENSG00000117335.20	99	ENST00000367047.5	1
ENSG00000117335.20	99	ENST00000462968.2	3
ENSG00000117335.20	99	ENST00000480003.5	3
ENSG00000117335.20	99	ENST00000488596.5	1
ENSG00000117335.20	99	ENST00000493796.5	1
ENSG00000117360.13	58	ENST00000324862.7	58
ENSG00000117362.13	93	ENST00000236017.5	4
ENSG00000117362.13	93	ENST00000360244.8	43
ENSG00000117362.13	93	ENST00000369109.8	46
ENSG00000117385.16	7	ENST00000296388.10	5
ENSG00000117385.16	7	ENST00000460031.5	2
ENSG00000117394.24	252	ENST00000426263.10	224
ENSG00000117394.24	252	ENST00000674545.1	3
ENSG00000117394.24	252	ENST00000675112.1	2
ENSG00000117394.24	252	ENST00000676254.1	23
ENSG00000117395.13	68	ENST00000236051.3	66
ENSG00000117395.13	68	ENST00000431635.6	2
ENSG00000117399.14	722	ENST00000310955.11	591
ENSG00000117399.14	722	ENST00000372462.1	131
ENSG00000117408.11	64	ENST00000372339.3	1
ENSG00000117408.11	64	ENST00000372343.8	63
ENSG00000117410.14	136	ENST00000236067.8	6
ENSG00000117410.14	136	ENST00000472174.7	124
