width	numreads.median	iread_fpkm_allintron_lwm	interest_fpkm_allintron_lwm	superintronic_score_allintron_lwm	kma_tpm_allintron_lwm	irfinders_irratio_allintron_lwm	majiq_meanpsi_allintron_lwm	rmats_inclvl_allintron_lwm	suppa2_psi_allintron_lwm	intron	transcript	intron_position_in_tx	max_intron_persistence	motif	canonical_motif	gene_id	long_reads_per_gene	long_reads_per_transcript	short_read_gene_median_coverage	IRFinder-S_true_positives	IRFinder-S_false_positives	IRFinder-S_false_negatives	superintronic_true_positives	superintronic_false_positives	superintronic_false_negatives	iREAD_true_positives	iREAD_false_positives	iREAD_false_negatives	kma_true_positives	kma_false_positives	kma_false_negatives	IntEREst_true_positives	IntEREst_false_positives	IntEREst_false_negatives	rMATS_true_positives	rMATS_false_positives	rMATS_false_negatives	MAJIQ_true_positives	MAJIQ_false_positives	MAJIQ_false_negatives	SUPPA2_true_positives	SUPPA2_false_positives	SUPPA2_false_negatives	chrom	left	right	total_overlapping_features	max_features_per_base	%_bases_overlapped	gc_fract
107.0	314.5	0.0	0.0	0.0	0.0	0.00623926	0.0	0.024	0.0	chr11:62885358-62885464	ENST00000338663.12	0.7142857142857143	0.0013008095576610894	GTAG	1	ENSG00000168003.17	933.0	614.0	1691.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	chr11	62885358	62885465	2	2	1.0	0.5700934579439251
107.0	314.5	0.0	0.0	0.0	0.0	0.00623926	0.0	0.024	0.0	chr11:62885358-62885464	ENST00000536981.5	0.6666666666666666	0.0013008095576610894	GTAG	1	ENSG00000168003.17	933.0	16.0	1691.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	chr11	62885358	62885465	2	2	1.0	0.5700934579439251
107.0	314.5	0.0	0.0	0.0	0.0	0.00623926	0.0	0.024	0.0	chr11:62885358-62885464	ENST00000535296.5	0.7777777777777778	0.0013008095576610894	GTAG	1	ENSG00000168003.17	933.0	37.0	1691.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	chr11	62885358	62885465	2	2	1.0	0.5700934579439251
107.0	314.5	0.0	0.0	0.0	0.0	0.00623926	0.0	0.024	0.0	chr11:62885358-62885464	ENST00000377890.6	0.8	0.0013008095576610894	GTAG	1	ENSG00000168003.17	933.0	227.0	1691.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	chr11	62885358	62885465	2	2	1.0	0.5700934579439251
2526.0	314.0	16.5	141.0	23.0	2.119483	0.0169557	0.0198	0.0	0.0	chr11:62885609-62888134	ENST00000338663.12	0.8571428571428571	0.0	GTAG	1	ENSG00000168003.17	933.0	614.0	1691.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	chr11	62885609	62888135	3	2	0.1571654790182106	0.4833729216152021
2526.0	314.0	16.5	141.0	23.0	2.119483	0.0169557	0.0198	0.0	0.0	chr11:62885609-62888134	ENST00000536981.5	0.8333333333333334	0.0	GTAG	1	ENSG00000168003.17	933.0	16.0	1691.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	chr11	62885609	62888135	3	2	0.1571654790182106	0.4833729216152021
2526.0	314.0	16.5	141.0	23.0	2.119483	0.0169557	0.0198	0.0	0.0	chr11:62885609-62888134	ENST00000535296.5	0.8888888888888888	0.0	GTAG	1	ENSG00000168003.17	933.0	37.0	1691.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	chr11	62885609	62888135	3	2	0.1571654790182106	0.4833729216152021
2526.0	314.0	16.5	141.0	23.0	2.119483	0.0169557	0.0198	0.0	0.0	chr11:62885609-62888134	ENST00000377890.6	0.9	0.0	GTAG	1	ENSG00000168003.17	933.0	227.0	1691.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	chr11	62885609	62888135	3	2	0.1571654790182106	0.4833729216152021
112.0	16.0	74.04	94.0	27.0	0.0	0.0169557	0.0	0.0	0.0	chr11:62888219-62888330	ENST00000338663.12	1.0	0.0625	GTAG	1	ENSG00000168003.17	933.0	614.0	1691.0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	chr11	62888219	62888331	0	0	0.0	0.5089285714285711
112.0	16.0	74.04	94.0	27.0	0.0	0.0169557	0.0	0.0	0.0	chr11:62888219-62888330	ENST00000536981.5	1.0	0.0625	GTAG	1	ENSG00000168003.17	933.0	16.0	1691.0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	chr11	62888219	62888331	0	0	0.0	0.5089285714285711
112.0	16.0	74.04	94.0	27.0	0.0	0.0169557	0.0	0.0	0.0	chr11:62888219-62888330	ENST00000535296.5	1.0	0.0625	GTAG	1	ENSG00000168003.17	933.0	37.0	1691.0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	chr11	62888219	62888331	0	0	0.0	0.5089285714285711
112.0	16.0	74.04	94.0	27.0	0.0	0.0169557	0.0	0.0	0.0	chr11:62888219-62888330	ENST00000377890.6	1.0	0.0625	GTAG	1	ENSG00000168003.17	933.0	227.0	1691.0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	chr11	62888219	62888331	0	0	0.0	0.5089285714285711
84.0	54.0	6.42	7.0	3.0	0.0	0.014925399999999997	0.0	0.0	0.0	chr11:6395702-6395785	ENST00000299402.10	1.0	0.0	CTAC	1	ENSG00000166313.19	73.0	57.0	187.0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	chr11	6395702	6395786	0	0	0.0	0.6428571428571429
137.0	54.0	7.12	10.0	2.0	0.0	0.00473934	0.0	0.0	0.0	chr11:6395963-6396099	ENST00000299402.10	0.9166666666666666	0.0	CTAC	1	ENSG00000166313.19	73.0	57.0	187.0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	chr11	6395963	6396100	0	0	0.0	0.547445255474453
4773.0	54.0	3.63	97.0	4.0	0.5486914	0.0154091	0.0176	0.0	0.0	chr11:6396216-6400988	ENST00000299402.10	0.8333333333333334	0.0	CTAC	1	ENSG00000166313.19	73.0	57.0	187.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	chr11	6396216	6400989	1	1	0.07521474963335427	0.4642782317200921
272.0	55.0	0.0	0.0	0.0	0.0	0.00947497	0.0	0.0	0.0	chr11:6401073-6401344	ENST00000299402.10	0.75	0.013166444376047332	CTAC	1	ENSG00000166313.19	73.0	57.0	187.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr11	6401073	6401345	3	3	1.0	0.544117647058824
144.0	55.0	0.0	0.0	0.0	0.0	0.0227508	0.0	0.429	0.0	chr11:6401430-6401573	ENST00000299402.10	0.6666666666666666	0.013166444376047332	CTGC	1	ENSG00000166313.19	73.0	57.0	187.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	chr11	6401430	6401574	2	2	1.0	0.618055555555556
393.0	55.0	9.33	11.0	0.0	0.0	0.0221709	0.0	0.044	0.0	chr11:6401689-6402081	ENST00000299402.10	0.5833333333333334	0.025990903183885642	CTAC	1	ENSG00000166313.19	73.0	57.0	187.0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	chr11	6401689	6402082	3	2	0.7480916030534351	0.600508905852417
366.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.0	chr11:6402210-6402575	ENST00000299402.10	0.5	0.0	CTAC	1	ENSG00000166313.19	73.0	57.0	187.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	chr11	6402210	6402576	1	1	1.0	0.603825136612022
419.0	55.0	1.1	3.0	0.0	0.2404619	0.0	0.0	0.0	0.0	chr11:6402726-6403144	ENST00000299402.10	0.4166666666666667	0.0	CTAC	1	ENSG00000166313.19	73.0	57.0	187.0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	chr11	6402726	6403145	1	1	0.14081145584725538	0.529832935560859
110.0	55.0	7.23	9.0	0.0	0.0	0.0	0.0	0.0	0.0	chr11:6403209-6403318	ENST00000299402.10	0.3333333333333333	0.0	CTAC	1	ENSG00000166313.19	73.0	57.0	187.0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	chr11	6403209	6403319	0	0	0.0	0.563636363636364
83.0	55.0	12.91	14.0	0.0	0.0	0.0	0.0	0.0	0.0	chr11:6403405-6403487	ENST00000299402.10	0.25	0.0	CTAC	1	ENSG00000166313.19	73.0	57.0	187.0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	chr11	6403405	6403488	0	0	0.0	0.530120481927711
102.0	55.0	0.0	1.0	0.0	0.0	0.0	0.0	0.779	0.0	chr11:6403545-6403646	ENST00000299402.10	0.16666666666666666	0.0	CTAC	1	ENSG00000166313.19	73.0	57.0	187.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	chr11	6403545	6403647	0	0	0.0	0.5784313725490201
6804.0	55.0	1.03	32.0	1.0	0.2529363	0.0022006	0.0	0.779	0.0	chr11:6403823-6410626	ENST00000299402.10	0.08333333333333333	0.0	CTAC	1	ENSG00000166313.19	73.0	57.0	187.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	chr11	6403823	6410627	14	6	0.14741328630217518	0.4989711934156379
7623.0	51.0	0.72	33.0	0.0	0.05612218	0.0	0.0	0.0	0.0	chr11:6411362-6418984	ENST00000299402.10	0.0	0.0	CTAC	1	ENSG00000166313.19	73.0	57.0	187.0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	chr11	6411362	6418985	0	0	0.0	0.5129214220123309
1347.0	183.0	20.53	181.0	7.0	0.5652625	0.00228625	0.0044	0.0	0.0	chr11:64318387-64319733	ENST00000265462.9	0.0	0.0013513114366729678	GTAG	1	ENSG00000126432.14	190.0	184.0	2881.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	chr11	64318387	64319734	0	0	0.0	0.587973273942094
792.0	183.0	24.6	132.0	8.0	0.9904477	0.00228625	0.0	0.0	0.0	chr11:64319869-64320660	ENST00000265462.9	0.25	0.001358695652173913	GTAG	1	ENSG00000126432.14	190.0	184.0	2881.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	chr11	64319869	64320661	0	0	0.0	0.494949494949495
72.0	183.0	129.52	137.0	10.0	0.0	0.00228625	0.0	0.0	0.0	chr11:64320793-64320864	ENST00000265462.9	0.5	0.001358695652173913	GTAG	1	ENSG00000126432.14	190.0	184.0	2881.0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	chr11	64320793	64320865	0	0	0.0	0.527777777777778
103.0	183.0	244.43	312.0	2.0	0.0	0.00100806	0.0	0.0	0.0	chr11:64320904-64321006	ENST00000265462.9	0.75	0.0	GTAG	1	ENSG00000126432.14	190.0	184.0	2881.0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	chr11	64320904	64321007	0	0	0.0	0.563106796116505
517.0	183.0	36.93	156.0	7.0	0.448779	0.00242175	0.0	0.0	0.0	chr11:64321069-64321585	ENST00000265462.9	1.0	0.001358695652173913	GTAG	1	ENSG00000126432.14	190.0	184.0	2881.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	chr11	64321069	64321586	0	0	0.0	0.607350096711799
449.0	74.0	35.05	114.0	44.0	4.20975	0.168909	0.1884	0.0	0.0	chr11:6477269-6477717	ENST00000396777.7	1.0	0.013795045045045043	CTAC	1	ENSG00000132254.12	136.0	74.0	245.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	chr11	6477269	6477718	0	0	0.0	0.56347438752784
148.0	74.0	12.25	18.0	1.0	0.0	0.00345397	0.0	0.0	0.0	chr11:6477893-6478040	ENST00000396777.7	0.8333333333333334	0.0	CTAC	1	ENSG00000132254.12	136.0	74.0	245.0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	chr11	6477893	6478041	0	0	0.0	0.527027027027027
539.0	74.0	17.58	50.0	19.0	1.40939	0.0670061	0.0	0.0	0.0	chr11:6478199-6478737	ENST00000396777.7	0.6666666666666666	0.013795045045045043	CTAC	1	ENSG00000132254.12	136.0	74.0	245.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	chr11	6478199	6478738	1	1	0.13729128014842298	0.5918367346938779
180.0	74.0	13.26	22.0	11.0	1.177061	0.08317630000000001	0.0	0.0	0.0	chr11:6478960-6479139	ENST00000396777.7	0.5	0.006756756756756757	CTAC	1	ENSG00000132254.12	136.0	74.0	245.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	chr11	6478960	6479140	0	0	0.0	0.5
713.0	74.0	0.0	0.0	0.0	0.0	0.0920078	0.0	0.0	0.0	chr11:6479259-6479971	ENST00000396777.7	0.3333333333333333	0.013795045045045043	CTAC	1	ENSG00000132254.12	136.0	74.0	245.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr11	6479259	6479972	3	2	1.0	0.4824684431977561
254.0	74.0	0.0	0.0	0.0	0.0	0.0507913	0.0	0.0	0.0	chr11:6480069-6480322	ENST00000396777.7	0.16666666666666666	0.0	CTAC	1	ENSG00000132254.12	136.0	74.0	245.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr11	6480069	6480323	1	1	1.0	0.413385826771654
767.0	72.0	15.75	32.0	19.0	3.042873	0.0487083	0.0	0.0	0.0	chr11:6480464-6481230	ENST00000396777.7	0.0	0.0	CTAC	1	ENSG00000132254.12	136.0	74.0	245.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	chr11	6480464	6481231	1	1	0.6831812255541069	0.5189048239895699
4091.0	6.0	0.0	82.0	3.0	0.0	0.00176749	0.00295	0.0	0.0	chr11:65014273-65018363	ENST00000529384.5	0.0	0.0	GTAG	1	ENSG00000213465.8	270.0	10.0	1938.0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	chr11	65014273	65018364	0	0	0.0	0.5504766560743101
96.0	9.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	chr11:65018475-65018570	ENST00000529384.5	0.25	0.0	GTAG	1	ENSG00000213465.8	270.0	10.0	1938.0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	chr11	65018475	65018571	1	1	0.6875	0.71875
1685.0	10.0	0.0	89.0	16.0	0.0	0.00670213	0.0108	0.0	0.0	chr11:65018734-65020418	ENST00000529384.5	0.5	0.0	GTAG	1	ENSG00000213465.8	270.0	10.0	1938.0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	chr11	65018734	65020419	1	1	0.5056379821958457	0.538872403560831
1221.0	10.0	0.0	23.0	4.0	0.0	0.00670213	0.0	0.984	0.0	chr11:65020500-65021720	ENST00000529384.5	0.75	0.0	GTAG	1	ENSG00000213465.8	270.0	10.0	1938.0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	chr11	65020500	65021721	2	1	0.2072072072072072	0.518427518427519
82.0	10.0	0.0	0.0	1773.0	0.0	0.981569	0.9795	0.984	0.0	chr11:65021889-65021970	ENST00000529384.5	1.0	0.4	GTAG	1	ENSG00000213465.8	270.0	10.0	1938.0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0	1	chr11	65021889	65021971	3	3	1.0	0.609756097560976
165.0	84.0	0.0	0.0	0.0	0.0	0.00109932	0.0	0.0	0.0	chr11:65079188-65079352	ENST00000527430.1	1.0	0.009316770186335404	CTAC	1	ENSG00000146670.10	179.0	9.0	5.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr11	65079188	65079353	1	1	1.0	0.5939393939393941
165.0	84.0	0.0	0.0	0.0	0.0	0.00109932	0.0	0.0	0.0	chr11:65079188-65079352	ENST00000275517.8	1.0	0.009316770186335404	CTAC	1	ENSG00000146670.10	179.0	161.0	5.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr11	65079188	65079353	1	1	1.0	0.5939393939393941
3576.0	80.5	11.7	249.0	14.0	1.925021	0.0288871	0.0286	0.079	0.0	chr11:65079788-65083363	ENST00000527430.1	0.75	0.0	CTAC	1	ENSG00000146670.10	179.0	9.0	5.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	chr11	65079788	65083364	1	1	0.031879194630872486	0.4885346756152129
3576.0	80.5	11.7	249.0	14.0	1.925021	0.0288871	0.0286	0.079	0.0	chr11:65079788-65083363	ENST00000275517.8	0.75	0.0	CTAC	1	ENSG00000146670.10	179.0	161.0	5.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	chr11	65079788	65083364	1	1	0.031879194630872486	0.4885346756152129
85.0	80.5	0.0	0.0	0.0	0.0	0.0124506	0.0	0.079	0.0	chr11:65083400-65083484	ENST00000527430.1	0.5	0.006211180124223602	CTAC	1	ENSG00000146670.10	179.0	9.0	5.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	chr11	65083400	65083485	2	2	1.0	0.529411764705882
85.0	80.5	0.0	0.0	0.0	0.0	0.0124506	0.0	0.079	0.0	chr11:65083400-65083484	ENST00000275517.8	0.5	0.006211180124223602	CTAC	1	ENSG00000146670.10	179.0	161.0	5.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	chr11	65083400	65083485	2	2	1.0	0.529411764705882
78.0	80.0	29.39	31.0	5.0	0.0	0.010101	0.0	0.0	0.0	chr11:65083551-65083628	ENST00000527430.1	0.25	0.0	CTAC	1	ENSG00000146670.10	179.0	9.0	5.0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	chr11	65083551	65083629	0	0	0.0	0.5512820512820511
78.0	80.0	29.39	31.0	5.0	0.0	0.010101	0.0	0.0	0.0	chr11:65083551-65083628	ENST00000275517.8	0.25	0.0	CTAC	1	ENSG00000146670.10	179.0	161.0	5.0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	chr11	65083551	65083629	0	0	0.0	0.5512820512820511
216.0	1.0	0.0	0.0	0.0	0.0	0.0940943	0.0	0.0	0.0	chr11:65083717-65083932	ENST00000527430.1	0.0	0.012345679012345678	CTAC	1	ENSG00000146670.10	179.0	9.0	5.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr11	65083717	65083933	4	4	1.0	0.587962962962963
209.0	159.0	0.0	0.0	0.0	0.0	0.0940943	0.0	0.0	0.0	chr11:65083724-65083932	ENST00000275517.8	0.0	0.009258902048532077	CTAC	1	ENSG00000146670.10	179.0	161.0	5.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chr11	65083724	65083933	3	3	1.0	0.5837320574162679
2077.0	99.0	0.0	47.0	2.0	0.0	0.00845548	0.9952	0.0	0.0	chr11:65122425-65124501	ENST00000279242.7	0.0	0.0	GTAG	1	ENSG00000149792.9	105.0	99.0	368.0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	chr11	65122425	65124502	2	2	0.019258545979778528	0.474723158401541
835.0	99.0	0.0	5.0	4.0	0.0	0.00845548	0.9952	0.0	0.0	chr11:65124653-65125487	ENST00000279242.7	0.5	0.010101010101010102	GTAG	1	ENSG00000149792.9	105.0	99.0	368.0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	chr11	65124653	65125488	1	1	0.9137724550898204	0.5089820359281441
113.0	99.0	0.0	0.0	0.0	0.0	0.0	0.9952	1.0	0.0	chr11:65125613-65125725	ENST00000279242.7	1.0	0.0	GTAG	1	ENSG00000149792.9	105.0	99.0	368.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	chr11	65125613	65125726	1	1	1.0	0.5575221238938051
96.0	5.0	0.0	0.0	0.0	0.0	0.0337576	0.0	0.083	0.0	chr11:65131374-65131469	ENST00000294256.12	0.42857142857142855	0.0	CTAC	1	ENSG00000162298.19	24.0	6.0	172.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	chr11	65131374	65131470	1	1	1.0	0.645833333333333
96.0	5.0	0.0	0.0	0.0	0.0	0.0337576	0.0	0.083	0.0	chr11:65131374-65131469	ENST00000526060.5	0.42857142857142855	0.0	CTAC	1	ENSG00000162298.19	24.0	5.0	172.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	chr11	65131374	65131470	1	1	1.0	0.645833333333333
96.0	5.0	0.0	0.0	0.0	0.0	0.0337576	0.0	0.083	0.0	chr11:65131374-65131469	ENST00000377190.8	0.42857142857142855	0.0	CTAC	1	ENSG00000162298.19	24.0	13.0	172.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	chr11	65131374	65131470	1	1	1.0	0.645833333333333
651.0	4.0	8.09	36.0	10.0	0.9084807	0.0435934	0.0	0.5265	0.0	chr11:65131597-65132247	ENST00000294256.12	0.35714285714285715	0.0	CTAC	1	ENSG00000162298.19	24.0	6.0	172.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	chr11	65131597	65132248	0	0	0.0	0.534562211981567
651.0	4.0	8.09	36.0	10.0	0.9084807	0.0435934	0.0	0.5265	0.0	chr11:65131597-65132247	ENST00000526060.5	0.35714285714285715	0.0	CTAC	1	ENSG00000162298.19	24.0	5.0	172.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	chr11	65131597	65132248	0	0	0.0	0.534562211981567
651.0	4.0	8.09	36.0	10.0	0.9084807	0.0435934	0.0	0.5265	0.0	chr11:65131597-65132247	ENST00000377190.8	0.35714285714285715	0.0	CTAC	1	ENSG00000162298.19	24.0	13.0	172.0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	chr11	65131597	65132248	0	0	0.0	0.534562211981567
380.0	4.0	0.0	0.0	0.0	0.0	0.0435934	0.0	0.5265	1.0	chr11:65132352-65132731	ENST00000294256.12	0.2857142857142857	0.07100591715976333	CTAC	1	ENSG00000162298.19	24.0	6.0	172.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	chr11	65132352	65132732	3	3	1.0	0.5947368421052629
380.0	4.0	0.0	0.0	0.0	0.0	0.0435934	0.0	0.5265	1.0	chr11:65132352-65132731	ENST00000526060.5	0.2857142857142857	0.07100591715976333	CTAC	1	ENSG00000162298.19	24.0	5.0	172.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	chr11	65132352	65132732	3	3	1.0	0.5947368421052629
380.0	4.0	0.0	0.0	0.0	0.0	0.0435934	0.0	0.5265	1.0	chr11:65132352-65132731	ENST00000377190.8	0.2857142857142857	0.07100591715976333	CTAC	1	ENSG00000162298.19	24.0	13.0	172.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	chr11	65132352	65132732	3	3	1.0	0.5947368421052629
141.0	4.0	5.6	8.0	3.0	0.0	0.0435934	0.0	0.065	0.0	chr11:65132781-65132921	ENST00000294256.12	0.21428571428571427	0.0	CTAC	1	ENSG00000162298.19	24.0	6.0	172.0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	chr11	65132781	65132922	0	0	0.0	0.638297872340426
141.0	4.0	5.6	8.0	3.0	0.0	0.0435934	0.0	0.065	0.0	chr11:65132781-65132921	ENST00000526060.5	0.21428571428571427	0.0	CTAC	1	ENSG00000162298.19	24.0	5.0	172.0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	chr11	65132781	65132922	0	0	0.0	0.638297872340426
141.0	4.0	5.6	8.0	3.0	0.0	0.0435934	0.0	0.065	0.0	chr11:65132781-65132921	ENST00000377190.8	0.21428571428571427	0.0	CTAC	1	ENSG00000162298.19	24.0	13.0	172.0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	chr11	65132781	65132922	0	0	0.0	0.638297872340426
85.0	4.0	0.0	0.0	0.0	0.0	0.00649351	0.0	0.065	0.0	chr11:65133075-65133159	ENST00000294256.12	0.14285714285714285	0.0	CTAC	1	ENSG00000162298.19	24.0	6.0	172.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	chr11	65133075	65133160	1	1	1.0	0.5647058823529411
85.0	4.0	0.0	0.0	0.0	0.0	0.00649351	0.0	0.065	0.0	chr11:65133075-65133159	ENST00000526060.5	0.14285714285714285	0.0	CTAC	1	ENSG00000162298.19	24.0	5.0	172.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	chr11	65133075	65133160	1	1	1.0	0.5647058823529411
85.0	4.0	0.0	0.0	0.0	0.0	0.00649351	0.0	0.065	0.0	chr11:65133075-65133159	ENST00000377190.8	0.14285714285714285	0.0	CTAC	1	ENSG00000162298.19	24.0	13.0	172.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	chr11	65133075	65133160	1	1	1.0	0.5647058823529411
837.0	3.0	0.92	4.0	0.0	0.04726268	0.00433907	0.0	0.0	0.0	chr11:65133619-65134455	ENST00000294256.12	0.0	0.0	CTAC	1	ENSG00000162298.19	24.0	6.0	172.0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	chr11	65133619	65134456	1	1	0.2102747909199522	0.622461170848268
837.0	3.0	0.92	4.0	0.0	0.04726268	0.00433907	0.0	0.0	0.0	chr11:65133619-65134455	ENST00000377190.8	0.0	0.0	CTAC	1	ENSG00000162298.19	24.0	13.0	172.0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	chr11	65133619	65134456	1	1	0.2102747909199522	0.622461170848268
